CustomerKey,GeographyKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,Income,TotalChildren,Education,DateFirstPurchase
17596,611,Adrienne,Vazquez,Adrienne Vazquez,1972-05-05,S,F,"60000,00",3,Bachelors,2022-08-13
17597,648,Sarah,Diaz,Sarah Diaz,1972-01-08,S,F,"60000,00",3,Bachelors,2022-08-20
17598,316,Cameron,Harris,Cameron Harris,1977-10-08,M,M,"60000,00",0,Graduate Degree,2022-08-05
17599,642,Sebastian,Cooper,Sebastian Cooper,1972-05-08,M,M,"60000,00",0,Graduate Degree,2022-08-05
17600,626,Timothy,Brooks,Timothy Brooks,1972-05-27,S,M,"60000,00",0,Graduate Degree,2022-08-10
17601,65,Jose,Hall,Jose Hall,1971-07-25,M,M,"60000,00",0,Graduate Degree,2022-02-09
17602,301,Dalton,Williams,Dalton Williams,1972-01-02,M,M,"60000,00",0,Graduate Degree,2022-08-08
17603,536,Anna,Patterson,Anna Patterson,1980-08-06,M,F,"70000,00",5,Graduate Degree,2022-09-22
17604,623,Noah,Robinson,Noah Robinson,1975-03-16,S,M,"70000,00",5,Graduate Degree,2022-10-30
17605,298,Jon,Ma,Jon Ma,1974-09-20,M,M,"70000,00",5,Graduate Degree,2022-04-18
17606,299,Jacqueline,Peterson,Jacqueline Peterson,1975-03-19,M,F,"70000,00",5,Graduate Degree,2022-09-16
17607,302,Frederick,Gonzalez,Frederick Gonzalez,1976-04-11,S,M,"40000,00",0,Bachelors,2022-08-30
17608,635,Carlos,Cooper,Carlos Cooper,1971-01-12,S,M,"40000,00",0,Bachelors,2022-08-06
17609,300,Charles,Davis,Charles Davis,1976-07-01,S,M,"40000,00",0,Bachelors,2022-08-01
17610,359,Anna,White,Anna White,1971-03-01,S,F,"80000,00",3,Bachelors,2022-06-10
17611,543,Luis,Butler,Luis Butler,1970-08-10,S,M,"80000,00",3,Bachelors,2022-05-18
17612,635,Courtney,Parker,Courtney Parker,1970-10-22,S,F,"80000,00",3,Bachelors,2022-11-24
17613,51,Dakota,Bryant,Dakota Bryant,1971-03-31,S,M,"80000,00",3,Bachelors,2022-09-25
17614,358,Mason,Cook,Mason Cook,1970-08-12,S,M,"60000,00",0,Graduate Degree,2022-08-09
17615,612,Brittany,Long,Brittany Long,1970-04-08,S,F,"40000,00",0,Bachelors,2022-08-06
17616,638,Daniel,Weisman,Daniel Weisman,1981-03-12,S,M,"60000,00",4,Bachelors,2022-04-25
17617,315,Abigail,Simmons,Abigail Simmons,1969-11-09,S,F,"60000,00",4,Bachelors,2022-08-07
17618,609,Ramon,Liu,Ramon Liu,1975-09-12,M,M,"60000,00",4,Bachelors,2022-08-17
17619,53,Chloe,Smith,Chloe Smith,1928-12-07,M,F,"60000,00",5,Partial High School,2022-06-20
17620,545,Miranda,Coleman,Miranda Coleman,1969-08-03,S,F,"60000,00",4,Bachelors,2022-08-03
17621,337,Brianna,Price,Brianna Price,1969-01-29,S,F,"40000,00",0,Bachelors,2022-08-19
17622,52,Courtney,Young,Courtney Young,1974-07-02,S,F,"70000,00",4,Bachelors,2022-09-16
17623,368,Austin,Robinson,Austin Robinson,1973-09-15,S,M,"70000,00",0,Bachelors,2022-11-05
17624,326,Samantha,Alexander,Samantha Alexander,1968-08-20,S,F,"70000,00",0,Bachelors,2022-11-04
17625,69,Mason,Allen,Mason Allen,1968-12-10,M,M,"70000,00",0,Bachelors,2022-09-27
17626,252,Alfredo,Blanco,Alfredo Blanco,1979-12-25,M,M,"40000,00",1,Bachelors,2021-06-28
17627,258,Dennis,Chen,Dennis Chen,1980-03-08,M,M,"40000,00",1,Bachelors,2021-05-30
17628,248,Roberto,Munoz,Roberto Munoz,1977-12-11,S,M,"10000,00",0,Partial High School,2022-02-07
17629,150,Tabitha,Torres,Tabitha Torres,1983-06-16,S,F,"20000,00",0,Partial High School,2021-09-26
17630,145,Gilbert,Zhang,Gilbert Zhang,1978-09-22,M,M,"40000,00",1,Bachelors,2022-02-07
17631,147,Cara,He,Cara He,1979-01-22,M,F,"40000,00",1,Bachelors,2022-03-18
17632,230,Jimmy,Serrano,Jimmy Serrano,1979-04-18,M,M,"40000,00",1,Bachelors,2021-07-12
17633,203,Gary,Dominguez,Gary Dominguez,1978-05-07,S,M,"20000,00",0,Partial High School,2021-05-15
17634,211,Kaitlin,Rana,Kaitlin Rana,1977-12-03,S,F,"20000,00",0,Partial High School,2021-05-20
17635,135,Terry,Deng,Terry Deng,1977-08-03,S,M,"30000,00",0,High School,2021-09-16
17636,158,Ross,Srini,Ross Srini,1977-09-19,S,M,"30000,00",0,High School,2022-10-04
17637,143,Arturo,Tang,Arturo Tang,1983-10-01,S,M,"30000,00",0,High School,2022-02-12
17638,202,Clarence,Zheng,Clarence Zheng,1977-08-01,S,M,"30000,00",0,High School,2022-12-07
17639,247,Heather,Ma,Heather Ma,1983-04-04,S,F,"40000,00",2,Partial College,2021-07-21
17640,133,Haley,Allen,Haley Allen,1922-06-06,M,F,"30000,00",1,High School,2022-02-20
17641,222,Lorrin,Smith-Bates,Lorrin Smith-Bates,1976-09-11,S,M,"20000,00",0,Partial High School,2021-05-26
17642,250,Gregory,Luo,Gregory Luo,1976-10-13,S,M,"20000,00",0,Partial High School,2022-03-30
17643,201,Wesley,Cai,Wesley Cai,1977-04-13,S,M,"20000,00",0,Partial High School,2022-11-07
17644,273,Rebecca,Adams,Rebecca Adams,1977-03-10,S,F,"30000,00",0,High School,2021-07-18
17645,255,Albert,Alonso,Albert Alonso,1976-08-20,S,M,"30000,00",0,High School,2022-10-01
17646,215,Leah,Xu,Leah Xu,1982-04-23,S,F,"30000,00",0,High School,2021-06-16
17647,186,Molly,Lopez,Molly Lopez,1977-05-14,S,F,"40000,00",2,Partial College,2021-06-04
17648,211,Gilbert,Sharma,Gilbert Sharma,1976-10-14,S,M,"40000,00",2,Partial College,2021-06-25
17649,230,Ronald,Mehta,Ronald Mehta,1977-02-15,S,M,"40000,00",2,Partial College,2022-02-14
17650,234,Jessica,Sanders,Jessica Sanders,1981-11-01,S,F,"40000,00",2,Partial College,2022-11-09
17651,208,Ethan,Butler,Ethan Butler,1975-08-25,S,M,"40000,00",2,Partial College,2021-06-03
17652,131,Javier,Vazquez,Javier Vazquez,1976-03-22,M,M,"50000,00",0,Graduate Degree,2022-04-23
17653,211,Linda,Vazquez,Linda Vazquez,1981-10-05,S,F,"50000,00",0,Graduate Degree,2022-05-10
17654,70,Caroline,Alexander,Caroline Alexander,1981-05-02,S,F,"40000,00",3,Partial College,2022-11-16
17655,54,Angela,Sánchez,Angela Sánchez,1979-10-30,S,F,"40000,00",3,Partial College,2022-11-24
17656,63,Carol,Martinez,Carol Martinez,1979-08-26,S,F,"30000,00",0,Graduate Degree,2022-11-20
17657,53,Noah,Martin,Noah Martin,1981-06-22,M,M,"40000,00",4,Partial College,2022-02-17
17658,368,Jade,Howard,Jade Howard,1934-09-03,M,F,"20000,00",2,High School,2022-08-26
17659,612,Jodi,Tang,Jodi Tang,1972-01-04,S,F,"60000,00",0,Graduate Degree,2022-08-04
17660,299,Seth,Young,Seth Young,1972-02-01,M,M,"60000,00",0,Graduate Degree,2022-08-07
17661,338,Natalie,Smith,Natalie Smith,1960-01-01,M,F,"40000,00",1,Partial College,2022-08-06
17662,369,Jose,Washington,Jose Washington,1965-09-16,M,M,"40000,00",1,Partial College,2022-08-04
17663,302,Elizabeth,Hayes,Elizabeth Hayes,1966-02-13,M,F,"30000,00",1,High School,2022-03-23
17664,326,Devin,Robinson,Devin Robinson,1971-10-16,S,M,"30000,00",2,High School,2022-06-04
17665,546,Zachary,Jenkins,Zachary Jenkins,1960-10-13,M,M,"30000,00",2,High School,2022-11-03
17666,336,Steven,Torres,Steven Torres,1966-08-07,M,M,"40000,00",1,Partial College,2022-08-27
17667,301,Jaime,Rai,Jaime Rai,1961-04-10,M,M,"40000,00",1,Partial College,2022-08-15
17668,369,Eduardo,Peterson,Eduardo Peterson,1962-02-25,S,M,"30000,00",2,High School,2022-06-24
17669,638,Olivia,Rivera,Olivia Rivera,1962-04-09,M,F,"30000,00",2,High School,2022-06-22
17670,335,Gabrielle,Alexander,Gabrielle Alexander,1962-03-11,M,F,"30000,00",2,High School,2022-06-05
17671,359,Emma,Stewart,Emma Stewart,1962-01-31,M,F,"30000,00",2,High School,2022-06-13
17672,635,Thomas,Coleman,Thomas Coleman,1962-04-25,M,M,"30000,00",2,High School,2022-06-13
17673,339,Amber,Scott,Amber Scott,1961-11-03,M,F,"40000,00",1,Partial College,2023-01-12
17674,300,Kevin,Wang,Kevin Wang,1979-12-13,M,M,"30000,00",2,High School,2022-09-18
17675,609,Rosa,Li,Rosa Li,1962-10-24,M,F,"30000,00",2,High School,2022-10-27
17676,298,Eugene,Yang,Eugene Yang,1962-12-01,M,M,"30000,00",2,High School,2022-06-01
17677,536,Lawrence,Hernandez,Lawrence Hernandez,1964-02-21,S,M,"40000,00",2,Partial College,2022-07-31
17678,298,Julio,Blanco,Julio Blanco,1963-10-22,S,M,"40000,00",2,Partial College,2022-09-01
17679,609,Joe,Mehta,Joe Mehta,1964-05-02,M,M,"40000,00",2,Partial College,2022-10-19
17680,62,Mackenzie,Gray,Mackenzie Gray,1963-07-01,M,F,"40000,00",2,Partial College,2022-08-19
17681,299,Robert,Carter,Robert Carter,1975-03-09,M,M,"40000,00",2,Partial College,2022-09-16
17682,609,Anna,Ramirez,Anna Ramirez,1969-09-18,S,F,"80000,00",5,Graduate Degree,2022-07-08
17683,336,Jenna,Evans,Jenna Evans,1980-01-10,S,F,"80000,00",4,Graduate Degree,2022-03-08
17684,298,Leslie,Gomez,Leslie Gomez,1964-01-02,S,F,"80000,00",4,Graduate Degree,2022-11-17
17685,536,Diana,Torres,Diana Torres,1963-09-14,S,F,"80000,00",4,Graduate Degree,2022-02-01
17686,54,Jack,Griffin,Jack Griffin,1964-08-13,S,M,"60000,00",4,Graduate Degree,2022-05-08
17687,634,Miguel,Turner,Miguel Turner,1964-07-22,M,M,"60000,00",4,Graduate Degree,2022-12-05
17688,609,Pedro,Subram,Pedro Subram,1965-05-23,M,M,"60000,00",4,Graduate Degree,2022-08-24
17689,635,Mary,Young,Mary Young,1977-12-20,S,F,"50000,00",0,Graduate Degree,2022-07-14
17690,307,Jenna,Gonzalez,Jenna Gonzalez,1978-06-14,S,F,"50000,00",0,Graduate Degree,2022-09-02
17691,62,Alexandria,Bradley,Alexandria Bradley,1978-10-22,S,F,"50000,00",0,Graduate Degree,2022-11-09
17692,609,Emily,Smith,Emily Smith,1979-04-18,S,F,"50000,00",0,Graduate Degree,2022-09-04
17693,634,Justin,Jenkins,Justin Jenkins,1984-03-07,S,M,"50000,00",1,Graduate Degree,2022-03-30
17694,336,Joan,Carter,Joan Carter,1984-08-02,S,F,"50000,00",1,Graduate Degree,2022-04-19
17695,358,Hunter,Washington,Hunter Washington,1978-11-12,S,M,"50000,00",1,Graduate Degree,2022-05-02
17696,361,Madison,Simmons,Madison Simmons,1978-10-19,S,F,"50000,00",1,Graduate Degree,2022-07-09
17697,315,Nathaniel,Gray,Nathaniel Gray,1978-02-04,S,M,"50000,00",1,Graduate Degree,2023-01-23
17698,372,Xavier,Butler,Xavier Butler,1977-05-19,M,M,"60000,00",1,Graduate Degree,2022-05-04
17699,542,Jesse,Bell,Jesse Bell,1982-03-13,M,M,"60000,00",1,Graduate Degree,2022-07-02
17700,258,Hector,Torres,Hector Torres,1978-04-23,S,M,"10000,00",0,Graduate Degree,2021-07-02
17701,271,Cassidy,Washington,Cassidy Washington,1975-05-17,M,F,"10000,00",1,Graduate Degree,2022-02-04
17702,279,Jack,King,Jack King,1979-11-02,M,M,"10000,00",1,Graduate Degree,2022-04-03
17703,186,Pamela,Fernandez,Pamela Fernandez,1971-08-18,M,F,"10000,00",1,Graduate Degree,2022-05-31
17704,144,Nelson,Moreno,Nelson Moreno,1967-07-11,M,M,"10000,00",1,Graduate Degree,2022-04-04
17705,272,Kelvin,Guo,Kelvin Guo,1968-06-14,M,M,"20000,00",1,Graduate Degree,2022-02-19
17706,267,Gabriel,Coleman,Gabriel Coleman,1972-09-07,M,M,"10000,00",1,Bachelors,2022-06-02
17707,157,Mindy,Deng,Mindy Deng,1967-02-05,S,F,"10000,00",1,Bachelors,2022-07-23
17708,239,Timothy,Sneath,Timothy Sneath,1966-12-15,M,M,"20000,00",1,Graduate Degree,2022-11-13
17709,237,Martin,Raman,Martin Raman,1972-05-09,M,M,"20000,00",1,Graduate Degree,2022-03-23
17710,265,Natalie,Stewart,Natalie Stewart,1942-01-22,M,F,"30000,00",1,Graduate Degree,2022-05-07
17711,202,Kristin,Luo,Kristin Luo,1966-10-07,M,F,"20000,00",1,Graduate Degree,2022-07-05
17712,209,Gary,Blanco,Gary Blanco,1963-11-06,S,M,"10000,00",1,Bachelors,2022-07-13
17713,223,David,Johnson,David Johnson,1962-01-08,S,M,"10000,00",2,Partial College,2022-04-19
17714,187,Tanya,Gutierrez,Tanya Gutierrez,1967-10-22,M,F,"20000,00",1,Bachelors,2021-07-12
17715,239,Rafael,Pal,Rafael Pal,1961-08-24,M,M,"20000,00",1,Bachelors,2021-07-10
17716,193,Cesar,Gonzalez,Cesar Gonzalez,1961-12-13,M,M,"20000,00",1,Bachelors,2021-07-06
17717,273,Jeremiah,Miller,Jeremiah Miller,1965-11-21,S,M,"10000,00",2,Partial College,2021-07-22
17718,118,Lindsay,Jai,Lindsay Jai,1942-10-20,M,F,"20000,00",1,Graduate Degree,2022-07-19
17719,205,Vincent,Gao,Vincent Gao,1944-03-10,M,M,"10000,00",2,Bachelors,2023-01-19
17720,278,Deanna,Diaz,Deanna Diaz,1944-11-16,S,F,"30000,00",1,Bachelors,2021-07-17
17721,185,Cheryl,Alan,Cheryl Alan,1951-12-31,M,F,"10000,00",2,Partial College,2022-03-29
17722,145,Jerome,Serrano,Jerome Serrano,1948-05-06,M,M,"20000,00",1,Partial College,2021-09-15
17723,239,Johnathan,Malhotra,Johnathan Malhotra,1953-10-05,M,M,"30000,00",1,Bachelors,2022-03-09
17724,13,Sheila,Blanco,Sheila Blanco,1985-10-19,M,F,"10000,00",0,Partial College,2022-08-11
17725,35,Daniel,Martinez,Daniel Martinez,1986-05-03,S,M,"10000,00",0,Partial College,2020-04-19
17726,36,Caroline,Griffin,Caroline Griffin,1986-03-20,S,F,"10000,00",0,Partial College,2020-04-29
17727,35,Monique,Gill,Monique Gill,1985-05-02,M,F,"10000,00",0,Partial College,2022-04-05
17728,2,Maria,Perry,Maria Perry,1983-11-09,S,F,"10000,00",0,Partial College,2020-04-01
17729,3,Edgar,Garcia,Edgar Garcia,1983-08-24,M,M,"10000,00",0,Partial College,2022-04-02
17730,34,Bridget,Tang,Bridget Tang,1984-04-01,S,F,"10000,00",0,Partial College,2020-04-11
17731,10,Tracy,Sharma,Tracy Sharma,1983-11-01,M,F,"10000,00",0,Partial College,2022-12-05
17732,10,Allen,Rodriguez,Allen Rodriguez,1985-02-14,M,M,"20000,00",0,Bachelors,2020-04-07
17733,7,Alberto,Gill,Alberto Gill,1985-02-23,M,M,"20000,00",0,Bachelors,2020-04-12
17734,32,Leah,Sun,Leah Sun,1983-12-31,M,F,"20000,00",0,Bachelors,2020-04-28
17735,27,Connor,Yang,Connor Yang,1982-11-21,S,M,"10000,00",1,High School,2020-04-28
17736,36,Kristine,Vazquez,Kristine Vazquez,1983-06-06,S,F,"10000,00",1,High School,2020-04-09
17737,209,Nicole,Gonzales,Nicole Gonzales,1954-05-28,M,F,"20000,00",2,Partial College,2022-06-02
17738,165,Nicolas,Deng,Nicolas Deng,1948-12-03,S,M,"20000,00",2,Partial College,2022-02-21
17739,220,Colin,Cai,Colin Cai,1972-11-06,S,M,"20000,00",1,Partial College,2021-07-22
17740,211,Colleen,Liang,Colleen Liang,1972-06-02,S,F,"20000,00",1,Partial College,2022-03-26
17741,115,Alvin,Xu,Alvin Xu,1966-09-09,M,M,"30000,00",4,Graduate Degree,2021-09-13
17742,178,Randall,Romero,Randall Romero,1966-10-31,S,M,"30000,00",4,Graduate Degree,2021-09-08
17743,251,Gerald,Gomez,Gerald Gomez,1983-09-07,S,M,"30000,00",3,Graduate Degree,2021-07-03
17744,265,Chad,Nath,Chad Nath,1966-12-15,M,M,"30000,00",3,Graduate Degree,2021-07-28
17745,147,Tanya,Suarez,Tanya Suarez,1965-07-13,M,F,"20000,00",1,Partial College,2022-06-10
17746,157,Cedric,Nath,Cedric Nath,1965-12-10,M,M,"20000,00",1,Partial College,2022-04-01
17747,275,Franklin,Xie,Franklin Xie,1966-05-19,M,M,"30000,00",3,Graduate Degree,2021-07-28
17748,205,Geoffrey,Kapoor,Geoffrey Kapoor,1975-11-10,S,M,"10000,00",1,High School,2022-08-16
17749,212,Leah,Wu,Leah Wu,1970-09-15,M,F,"10000,00",1,High School,2022-08-06
17750,232,Shawna,Jai,Shawna Jai,1965-05-22,M,F,"20000,00",2,Partial College,2021-07-04
17751,186,Isaiah,Bailey,Isaiah Bailey,1964-04-11,S,M,"20000,00",2,Partial College,2022-05-17
17752,194,Deanna,Hernandez,Deanna Hernandez,1963-12-12,M,F,"20000,00",2,Partial College,2021-08-20
17753,237,Kendra,Sanz,Kendra Sanz,1965-10-13,S,F,"30000,00",3,Bachelors,2021-07-06
17754,184,Stephanie,King,Stephanie King,1971-07-13,S,F,"30000,00",3,Bachelors,2021-08-16
17755,237,Zoe,Cox,Zoe Cox,1965-07-16,M,F,"30000,00",3,Bachelors,2021-07-11
17756,215,Jill,Ashe,Jill Ashe,1963-11-15,M,F,"30000,00",1,Bachelors,2021-08-17
17757,241,Seth,Hayes,Seth Hayes,1981-03-13,S,M,"20000,00",0,Partial College,2022-10-01
17758,128,Linda,Gill,Linda Gill,1975-12-21,M,F,"20000,00",0,Partial College,2022-07-26
17759,196,Kristopher,Sanchez,Kristopher Sanchez,1981-09-14,S,M,"20000,00",0,Partial College,2022-06-11
17760,237,Diana,Romero,Diana Romero,1981-01-12,S,F,"20000,00",0,Partial College,2022-10-16
17761,129,Kristopher,Sai,Kristopher Sai,1981-07-31,M,M,"30000,00",0,Bachelors,2021-08-31
17762,147,Rachel,Rodriguez,Rachel Rodriguez,1974-12-16,S,F,"10000,00",2,High School,2021-08-31
17763,266,Jacquelyn,Martin,Jacquelyn Martin,1975-02-12,S,F,"20000,00",0,Partial College,2022-05-15
17764,144,Terrance,Garcia,Terrance Garcia,1980-09-13,M,M,"30000,00",0,Bachelors,2021-10-21
17765,146,Valerie,Zhang,Valerie Zhang,1974-08-04,M,F,"30000,00",1,Bachelors,2021-10-25
17766,193,Jake,Xu,Jake Xu,1975-05-14,M,M,"40000,00",0,Graduate Degree,2021-08-07
17767,183,Tommy,Raje,Tommy Raje,1975-03-04,M,M,"40000,00",0,Graduate Degree,2021-08-07
17768,175,Luis,Parker,Luis Parker,1963-03-19,S,M,"10000,00",3,Partial College,2021-10-24
17769,162,Nathan,Martin,Nathan Martin,1963-11-11,S,M,"10000,00",3,Partial College,2021-10-27
17770,187,Grant,Xie,Grant Xie,1963-04-06,S,M,"10000,00",3,Partial College,2021-09-14
17771,207,Holly,Chandra,Holly Chandra,1963-05-07,M,F,"10000,00",3,Partial College,2022-02-06
17772,255,Leonard,Andersen,Leonard Andersen,1963-05-07,S,M,"20000,00",2,Partial College,2021-07-12
17773,221,Crystal,Lin,Crystal Lin,1973-10-12,S,F,"10000,00",3,High School,2021-10-26
17774,128,Brandi,Gutierrez,Brandi Gutierrez,1984-09-17,M,F,"20000,00",1,Partial College,2023-01-16
17775,216,Ricky,Moreno,Ricky Moreno,1979-02-20,S,M,"20000,00",1,Partial College,2021-10-01
17776,251,Diana,Jimenez,Diana Jimenez,1974-01-11,S,F,"20000,00",1,Partial College,2022-05-19
17777,165,Armando,Alvarez,Armando Alvarez,1973-12-31,M,M,"30000,00",1,Bachelors,2021-10-27
17778,214,Kari,Prasad,Kari Prasad,1979-09-21,M,F,"40000,00",0,Graduate Degree,2021-10-17
17779,221,Madison,Patterson,Madison Patterson,1973-11-08,M,F,"40000,00",0,Graduate Degree,2021-11-08
17780,224,Alisha,Huang,Alisha Huang,1973-10-09,M,F,"40000,00",0,Graduate Degree,2021-11-16
17781,128,Jake,She,Jake She,1973-10-26,M,M,"40000,00",0,Graduate Degree,2021-10-08
17782,244,Casey,Shan,Casey Shan,1974-05-16,M,F,"40000,00",0,Graduate Degree,2021-07-28
17783,147,Tracy,Jai,Tracy Jai,1973-01-12,S,F,"10000,00",3,Partial High School,2022-03-21
17784,160,Mayra,Patel,Mayra Patel,1972-09-16,S,F,"10000,00",4,Partial High School,2021-10-12
17785,258,Pedro,Chapman,Pedro Chapman,1978-10-15,M,M,"20000,00",1,Partial College,2022-02-26
17786,261,Kathleen,Gutierrez,Kathleen Gutierrez,1978-10-21,S,F,"20000,00",1,Partial College,2022-02-10
17787,194,Alejandro,Zhao,Alejandro Zhao,1973-04-15,S,M,"20000,00",1,Partial College,2021-11-01
17788,163,Jeffery,Liu,Jeffery Liu,1978-10-14,M,M,"20000,00",1,High School,2022-04-01
17789,118,Kari,Dominguez,Kari Dominguez,1972-12-09,S,F,"30000,00",1,Bachelors,2021-09-28
17790,275,Darryl,Ye,Darryl Ye,1978-05-08,S,M,"30000,00",1,Bachelors,2021-08-16
17791,171,Sydney,Davis,Sydney Davis,1973-05-24,M,F,"30000,00",1,Bachelors,2022-06-12
17792,261,Bridget,Andersen,Bridget Andersen,1973-06-20,M,F,"40000,00",0,Bachelors,2021-08-05
17793,278,Kathleen,Alvarez,Kathleen Alvarez,1984-03-02,M,F,"40000,00",0,Bachelors,2021-08-07
17794,253,Theodore,Rowe,Theodore Rowe,1971-08-09,M,M,"30000,00",1,Bachelors,2021-08-23
17795,238,Jaime,Diaz,Jaime Diaz,1972-01-29,M,F,"30000,00",1,Bachelors,2021-08-03
17796,162,Eduardo,Taylor,Eduardo Taylor,1971-02-11,S,M,"10000,00",4,Partial High School,2021-09-30
17797,177,Ebony,Martinez,Ebony Martinez,1971-04-04,S,F,"20000,00",2,High School,2022-08-02
17798,265,Robin,Ortega,Robin Ortega,1970-11-23,S,F,"20000,00",2,High School,2021-08-24
17799,121,Alejandro,Guo,Alejandro Guo,1970-09-30,S,M,"20000,00",2,High School,2021-10-08
17800,207,Robyn,Alonso,Robyn Alonso,1970-07-10,S,F,"20000,00",2,High School,2022-07-17
17801,225,Shannon,He,Shannon He,1976-05-14,S,F,"20000,00",2,High School,2022-11-23
17802,120,Erick,Arun,Erick Arun,1970-04-09,S,M,"10000,00",4,Partial High School,2022-06-16
17803,265,Renee,Hernandez,Renee Hernandez,1975-02-19,S,F,"10000,00",5,Partial High School,2021-08-21
17804,117,Melody,Torres,Melody Torres,1969-08-01,S,F,"10000,00",5,Partial High School,2022-06-27
17805,184,Carlos,Young,Carlos Young,1970-01-02,S,M,"20000,00",2,High School,2022-05-30
17806,127,Omar,Kumar,Omar Kumar,1969-10-12,M,M,"20000,00",2,High School,2022-02-17
17807,260,Philip,Sanz,Philip Sanz,1969-12-10,S,M,"20000,00",2,High School,2022-09-30
17808,279,Raquel,Alvarez,Raquel Alvarez,1968-10-13,S,F,"10000,00",3,Partial High School,2022-02-23
17809,183,Josue,Blanco,Josue Blanco,1974-02-22,S,M,"10000,00",3,Partial High School,2022-07-05
17810,272,Frederick,Prasad,Frederick Prasad,1968-08-06,M,M,"10000,00",3,Partial High School,2022-02-23
17811,176,Stacy,Hernandez,Stacy Hernandez,1972-06-23,M,F,"40000,00",0,Bachelors,2021-10-14
17812,241,Casey,Nara,Casey Nara,1971-09-15,M,F,"40000,00",0,Bachelors,2021-08-16
17813,276,Jay,Nicholls,Jay Nicholls,1968-12-30,M,M,"30000,00",2,Partial College,2021-08-23
17814,254,Michele,Pal,Michele Pal,1974-02-08,M,F,"30000,00",2,Partial College,2022-02-25
17815,234,Ronnie,Ma,Ronnie Ma,1973-08-07,S,M,"30000,00",1,Partial College,2021-08-11
17816,192,Kathryn,Raje,Kathryn Raje,1939-10-16,S,F,"20000,00",2,Partial College,2022-07-01
17817,159,Felicia,Gutierrez,Felicia Gutierrez,1939-11-13,M,F,"30000,00",1,Bachelors,2022-11-21
17818,135,Dale,Yuan,Dale Yuan,1971-01-19,M,M,"40000,00",1,Bachelors,2022-09-16
17819,236,Arthur,Rana,Arthur Rana,1971-02-10,M,M,"40000,00",1,Bachelors,2023-01-12
17820,265,Emma,Morris,Emma Morris,1971-05-22,M,F,"40000,00",1,Bachelors,2022-04-18
17821,249,Marvin,Gill,Marvin Gill,1981-03-16,M,M,"40000,00",1,Bachelors,2022-04-18
17822,220,Michelle,Cooper,Michelle Cooper,1968-10-12,S,F,"30000,00",2,Partial College,2022-09-02
17823,219,Ramon,Gao,Ramon Gao,1968-12-10,M,M,"30000,00",3,Partial College,2022-08-02
17824,124,Mario,Pal,Mario Pal,1968-10-29,S,M,"30000,00",3,Partial College,2021-09-28
17825,121,Clayton,Li,Clayton Li,1969-04-13,M,M,"40000,00",1,Bachelors,2021-10-21
17826,187,Paige,Morgan,Paige Morgan,1981-11-30,S,F,"10000,00",0,Partial High School,2022-11-28
17827,209,Maria,Coleman,Maria Coleman,1985-05-16,S,F,"20000,00",4,High School,2021-11-10
17828,249,Valerie,Zhou,Valerie Zhou,1980-01-10,M,F,"40000,00",1,Bachelors,2021-08-08
17829,273,Audrey,Gutierrez,Audrey Gutierrez,1969-02-17,M,F,"40000,00",1,Bachelors,2021-08-03
17830,186,Carlos,Scott,Carlos Scott,1968-03-30,M,M,"30000,00",1,Partial College,2021-11-01
17831,189,Noah,Long,Noah Long,1973-08-11,M,M,"30000,00",1,Partial College,2021-11-01
17832,171,Cameron,Sharma,Cameron Sharma,1968-06-09,M,M,"30000,00",1,Partial College,2022-08-13
17833,166,Monique,Suarez,Monique Suarez,1973-02-28,M,F,"40000,00",1,Bachelors,2021-10-10
17834,197,Michele,Gill,Michele Gill,1968-03-31,M,F,"40000,00",1,Bachelors,2021-11-21
17835,254,Francisco,Perez,Francisco Perez,1983-12-26,M,M,"30000,00",4,Partial College,2022-08-25
17836,226,Jacquelyn,Ramos,Jacquelyn Ramos,1983-03-17,S,F,"20000,00",0,High School,2022-08-19
17837,133,Mayra,Garcia,Mayra Garcia,1983-01-10,S,F,"30000,00",0,Partial College,2022-07-26
17838,240,Jill,Blanco,Jill Blanco,1981-06-23,S,F,"10000,00",0,Partial High School,2022-05-15
17839,264,Christine,Chander,Christine Chander,1986-02-13,S,F,"10000,00",0,Partial High School,2022-04-04
17840,273,Larry,Hernandez,Larry Hernandez,1981-02-14,S,M,"10000,00",0,Partial High School,2022-04-01
17841,247,Walter,Navarro,Walter Navarro,1982-03-09,S,M,"30000,00",0,Partial College,2021-08-26
17842,186,Isaiah,Ward,Isaiah Ward,1981-04-22,S,M,"20000,00",0,Partial High School,2022-03-19
17843,212,Kelli,Shan,Kelli Shan,1979-08-29,S,F,"10000,00",0,Partial High School,2022-04-28
17844,257,Martha,Zeng,Martha Zeng,1980-02-23,S,F,"10000,00",0,Partial High School,2022-03-03
17845,159,Ebony,Diaz,Ebony Diaz,1985-08-16,S,F,"20000,00",0,Partial High School,2022-03-05
17846,191,Alejandro,Chavez,Alejandro Chavez,1980-07-24,S,M,"30000,00",0,Partial College,2022-07-30
17847,155,Logan,Lee,Logan Lee,1980-12-22,S,M,"30000,00",0,Partial College,2021-10-05
17848,128,Jaime,Yuan,Jaime Yuan,1980-12-22,S,M,"30000,00",0,Partial College,2021-10-09
17849,244,Wesley,He,Wesley He,1981-06-26,M,M,"40000,00",1,Bachelors,2021-08-10
17850,180,Alvin,Shen,Alvin Shen,1978-12-31,S,M,"10000,00",0,Partial High School,2022-02-16
